trial_type,trial_index,time_elapsed,internal_node_id,PIS,consent,participantAge,participantGender,participantHandedness,startTime,ageRT,genderRT,handednessRT,totalRT,stimulus,feedback,number,start_time,response_time,end_time,delta_response_time,button,button_label,correct,incorrect,distribution_mean,distribution_variance,distribution_std,distribution_name,spaceship_class,drop_location,boundary,distance_to_bound,confidence_response_time,delta_confidence_response_time,confidence,block,coins,sliderMove,sliderStartValue,feedback_strategy,feedback_technical,feedback_comments,PID,confidenceRT,binnedConfidence,flippedLocation,recentredFlipLocation,distanceBin,binnedLocation,rawLocation,stimulustype,distributiontype
jspsych-experimentscreen,95,616289,0.0-95.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,608002.310000011,610949.0050000022,618385.66,2946.6949999914505,1,Zap,1,0,278,19600,140,wide,blue1,286,450,164,618385.320000001,7436.31499999901,99,1,0,63,36,NA,NA,NA,1,7436.31499999901,5,614,514,5,10,614,1,0
jspsych-experimentscreen,96,626363,0.0-96.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,618392.920000013,620641.3450000109,628459.28000001,2248.424999997951,1,Zap,1,0,278,19600,140,wide,blue1,306,450,144,628458.935000002,7817.58999999147,98,1,0,34,64,NA,NA,NA,1,7817.58999999147,5,594,494,5,10,594,1,0
jspsych-experimentscreen,97,632485,0.0-97.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,628472.670000017,630583.2950000186,634581.350000022,2110.625000001164,1,Zap,1,0,278,19600,140,wide,blue1,302,450,148,634580.985000008,3997.68999998923,98,1,0,39,59,NA,NA,NA,1,3997.68999998923,5,598,498,5,10,598,1,0
jspsych-experimentscreen,98,639326,0.0-98.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,634588.640000002,637389.8000000045,641422.515000013,2801.16000000271,0,Retrieve,1,0,578,6400,80,narrow,orange1,531,450,81,641422.160000016,4032.36000001198,67,1,3,39,28,NA,NA,NA,1,4032.36000001198,3,369,269,3,4,369,0,1
jspsych-experimentscreen,99,645987,0.0-99.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,641429.230000009,644046.6750000196,648083.855000004,2617.4450000107754,1,Zap,0,1,578,6400,80,narrow,orange1,448,450,2,648083.460000023,4036.78500000387,81,1,0,16,65,NA,NA,NA,1,4036.78500000387,4,452,352,1,6,452,0,1
jspsych-experimentscreen,100,652104,0.0-100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,648099.390000018,650376.425000024,654201.085000008,2277.0350000064354,1,Zap,1,0,278,19600,140,wide,blue1,358,450,92,654200.650000013,3824.22499998938,99,1,0,70,29,NA,NA,NA,1,3824.22499998938,5,542,442,3,8,542,1,0
jspsych-experimentscreen,101,657963,0.0-101.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,654207.844999997,656239.900000015,660059.985,2032.0550000178628,1,Zap,1,0,278,19600,140,wide,blue1,256,450,194,660059.690000024,3819.79000000865,97,1,0,53,44,NA,NA,NA,1,3819.79000000865,4,644,544,6,11,644,1,0
jspsych-experimentscreen,102,663738,0.0-102.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,660066.970000014,662173.0950000056,665834.540000011,2106.1249999911524,1,Zap,1,0,278,19600,140,wide,blue1,277,450,173,665834.260000003,3661.16499999771,99,1,0,45,54,NA,NA,NA,1,3661.16499999771,5,623,523,5,10,623,1,0
jspsych-experimentscreen,103,669742,0.0-103.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,665851.055000006,667802.4100000039,671838.790000009,1951.3549999974202,1,Zap,1,0,278,19600,140,wide,blue1,337,450,113,671838.455000019,4036.04500001529,100,1,0,-92,8,NA,NA,NA,1,4036.04500001529,5,563,463,4,9,563,1,0
jspsych-experimentscreen,104,675482,0.0-104.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,671850.505000009,673946.9050000189,677578.565000003,2096.400000009453,0,Retrieve,1,0,578,6400,80,narrow,orange1,580,450,130,677578.210000007,3631.30499998806,80,1,3,6,86,NA,NA,NA,1,3631.30499998806,3,320,220,4,3,320,0,1
jspsych-experimentscreen,105,681052,0.0-105.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,677594.695000007,679943.8450000016,683148.650000017,2349.1499999945518,1,Zap,1,0,278,19600,140,wide,blue1,324,450,126,683148.350000003,3204.50500000152,100,1,0,-78,22,NA,NA,NA,1,3204.50500000152,5,576,476,4,9,576,1,0
jspsych-experimentscreen,106,687037,0.0-106.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,683163.555000006,685601.5750000079,689133.395000012,2438.0200000014156,1,Zap,1,0,278,19600,140,wide,blue1,430,450,20,689132.754999999,3531.17999999085,90,1,0,6,84,NA,NA,NA,1,3531.17999999085,4,470,370,1,6,470,1,0
jspsych-experimentscreen,107,692824,0.0-107.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,689140.665000014,691229.2550000129,694920.935000002,2088.5899999993853,1,Zap,1,0,278,19600,140,wide,blue1,318,450,132,694920.610000001,3691.35499998811,96,1,0,44,52,NA,NA,NA,1,3691.35499998811,4,582,482,4,9,582,1,0
jspsych-experimentscreen,108,699566,0.0-108.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,694937.720000016,698020.4000000085,701662.380000023,3082.6799999922514,1,Zap,1,0,278,19600,140,wide,blue1,462,450,12,701661.590000003,3641.18999999482,64,1,0,5,69,NA,NA,NA,1,3641.18999999482,2,438,338,1,6,438,1,0
jspsych-experimentscreen,109,705192,0.0-109.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,701684.555000014,704046.3350000209,707288.425000006,2361.780000006547,0,Retrieve,1,0,578,6400,80,narrow,orange1,629,450,179,707287.995000021,3241.65999999968,94,1,3,8,86,NA,NA,NA,1,3241.65999999968,4,271,171,5,2,271,0,1
jspsych-experimentscreen,110,712026,0.0-110.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,707304.255000025,709645.835000003,714122.310000006,2341.5799999784213,0,Retrieve,1,0,578,6400,80,narrow,orange1,575,450,125,714119.655000017,4473.8200000138,81,1,3,24,57,NA,NA,NA,1,4473.8200000138,4,325,225,4,3,325,0,1
jspsych-experimentscreen,111,717455,0.0-111.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,714131.235000008,716375.5150000216,719551.520000008,2244.280000013532,0,Retrieve,1,0,578,6400,80,narrow,orange1,585,450,135,719551.124999998,3175.60999997659,83,1,3,6,77,NA,NA,NA,1,3175.60999997659,4,315,215,4,3,315,0,1
jspsych-experimentscreen,112,722942,0.0-112.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,719570.110000001,721767.130000022,725037.990000012,2197.020000021439,0,Retrieve,1,0,578,6400,80,narrow,orange1,658,450,208,725037.635000015,3270.50499999314,90,1,3,62,28,NA,NA,NA,1,3270.50499999314,4,242,142,6,1,242,0,1
jspsych-experimentscreen,113,728211,0.0-113.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,725053.670000023,727146.6400000209,730307.115000003,2092.9699999978766,0,Retrieve,1,0,578,6400,80,narrow,orange1,621,450,171,730306.770000025,3160.13000000385,81,1,3,22,59,NA,NA,NA,1,3160.13000000385,4,279,179,5,2,279,0,1
jspsych-experimentscreen,114,734676,0.0-114.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,730323.520000005,732565.6050000107,736772.70500001,2242.085000005318,1,Zap,1,0,278,19600,140,wide,blue1,443,450,7,736769.705000013,4204.10000000265,86,1,0,37,49,NA,NA,NA,1,4204.10000000265,4,457,357,1,6,457,1,0
jspsych-experimentscreen,115,740492,0.0-115.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,736780.805000017,739098.1900000188,742588.570000022,2317.385000002105,1,Zap,0,1,578,6400,80,narrow,orange1,464,450,14,742588.199999998,3490.00999997952,78,1,0,14,92,NA,NA,NA,1,3490.00999997952,3,436,336,1,6,436,0,1
jspsych-experimentscreen,116,745573,0.0-116.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,742604.74000001,744611.0850000114,747669.110000017,2006.3450000016019,0,Retrieve,1,0,578,6400,80,narrow,orange1,618,450,168,747668.845000007,3057.75999999605,97,1,3,4,93,NA,NA,NA,1,3057.75999999605,4,282,182,5,2,282,0,1
jspsych-experimentscreen,117,752545,0.0-117.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,747679.775000026,751417.145000014,754641.700000007,3737.3699999880046,1,Zap,1,0,278,19600,140,wide,blue1,452,450,2,754641.115000006,3223.96999999182,61,1,0,24,85,NA,NA,NA,1,3223.96999999182,2,448,348,1,6,448,1,0
jspsych-experimentscreen,118,758042,0.0-118.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,754665.775000001,756837.8749999974,760138.810000004,2172.099999996135,1,Zap,1,0,278,19600,140,wide,blue1,150,450,300,760138.485000003,3300.61000000569,99,1,0,91,8,NA,NA,NA,1,3300.61000000569,5,750,650,6,11,750,1,0
jspsych-experimentscreen,119,764295,0.0-119.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,760149.990000005,762712.6150000258,766391.190000024,2562.625000020489,0,Retrieve,1,0,578,6400,80,narrow,orange1,540,450,90,766390.780000016,3678.16499999026,65,1,3,7,58,NA,NA,NA,1,3678.16499999026,3,360,260,3,4,360,0,1
jspsych-experimentscreen,120,770093,0.0-120.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,766406.110000011,768380.4400000081,772189.465000003,1974.3299999972805,0,Retrieve,1,0,578,6400,80,narrow,orange1,548,450,98,772188.970000017,3808.53000000934,78,1,3,17,95,NA,NA,NA,1,3808.53000000934,3,352,252,3,4,352,0,1
jspsych-experimentscreen,121,776077,0.0-121.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,772197.42500002,774488.3850000042,778173.370000004,2290.9599999838974,0,Retrieve,1,0,578,6400,80,narrow,orange1,491,450,41,778173.060000001,3684.67499999679,63,1,3,2,61,NA,NA,NA,1,3684.67499999679,2,409,309,2,5,409,0,1
jspsych-experimentscreen,122,781964,0.0-122.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,778184.815000015,779866.4400000125,784060.480000015,1681.6249999974389,0,Retrieve,1,0,578,6400,80,narrow,orange1,516,450,66,784060.005000007,4193.56499999412,71,1,3,47,24,NA,NA,NA,1,4193.56499999412,3,384,284,3,4,384,0,1
jspsych-experimentscreen,123,788088,0.0-123.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,784075.890000007,786619.6000000054,790184.690000024,2543.7099999981,1,Zap,1,0,278,19600,140,wide,blue1,430,450,20,790184.375000012,3564.77500000619,83,1,0,43,40,NA,NA,NA,1,3564.77500000619,4,470,370,1,6,470,1,0
jspsych-experimentscreen,124,794265,0.0-124.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,790195.51000002,792065.9100000048,796361.930000014,1870.3999999852385,0,Retrieve,1,0,578,6400,80,narrow,orange1,619,450,169,796361.580000026,4295.67000002135,83,1,3,12,95,NA,NA,NA,1,4295.67000002135,4,281,181,5,2,281,0,1
jspsych-experimentscreen,125,799405,0.0-125.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,796369.440000009,798557.6450000226,801502.095000003,2188.205000013113,0,Retrieve,1,0,578,6400,80,narrow,orange1,525,450,75,801501.790000009,2944.14499998675,71,1,3,67,4,NA,NA,NA,1,2944.14499998675,3,375,275,3,4,375,0,1
jspsych-experimentscreen,126,804982,0.0-126.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,801510.425000015,803643.5750000237,807079.340000026,2133.1500000087544,0,Retrieve,1,0,578,6400,80,narrow,orange1,787,450,337,807078.970000002,3435.3949999786,97,1,3,89,8,NA,NA,NA,1,3435.3949999786,4,113,13,6,1,113,0,1
jspsych-experimentscreen,127,809974,0.0-127.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,807093.310000026,809140.2550000057,812071.130000026,2046.9449999800418,1,Zap,1,0,278,19600,140,wide,blue1,271,450,179,812070.775,2930.51999999443,97,1,0,81,16,NA,NA,NA,1,2930.51999999443,4,629,529,5,10,629,1,0
jspsych-experimentscreen,128,815205,0.0-128.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,812080.379999999,813962.8950000042,817301.850000018,1882.515000004787,1,Zap,1,0,278,19600,140,wide,blue1,112,450,338,817301.555000013,3338.66000000853,96,1,0,70,26,NA,NA,NA,1,3338.66000000853,4,788,688,6,11,788,1,0
jspsych-experimentscreen,129,820732,0.0-129.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,817313.145000022,819816.0400000052,822829.194999998,2502.894999983255,1,Zap,1,0,278,19600,140,wide,blue1,362,450,88,822828.880000015,3012.84000001033,99,1,0,36,63,NA,NA,NA,1,3012.84000001033,5,538,438,3,8,538,1,0
jspsych-experimentscreen,130,827650,0.0-130.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,822838.160000014,826180.2750000206,829747.010000021,3342.115000006743,0,Retrieve,1,0,578,6400,80,narrow,orange1,473,450,23,829746.350000001,3566.07499998063,61,1,3,7,54,NA,NA,NA,1,3566.07499998063,2,427,327,2,5,427,0,1
jspsych-experimentscreen,131,833211,0.0-131.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,829775.760000019,831897.3899999983,835308.275000018,2121.629999979632,0,Retrieve,1,0,578,6400,80,narrow,orange1,532,450,82,835307.945000008,3410.55500000948,76,1,3,13,89,NA,NA,NA,1,3410.55500000948,3,368,268,3,4,368,0,1
jspsych-experimentscreen,132,838958,0.0-132.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,835317.055000021,837683.8550000102,841055.15,2366.7999999888707,1,Zap,0,1,578,6400,80,narrow,orange1,444,450,6,841054.755000019,3370.90000000899,73,1,0,70,3,NA,NA,NA,1,3370.90000000899,3,456,356,1,6,456,0,1
jspsych-experimentscreen,133,847968,0.0-133.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,841068.770000013,843327.1450000175,850064.490000019,2258.3750000048894,1,Zap,1,0,278,19600,140,wide,blue1,364,450,86,850064.225000009,6737.07999999169,94,1,0,1,95,NA,NA,NA,1,6737.07999999169,4,536,436,3,8,536,1,0
jspsych-experimentscreen,134,853655,0.0-134.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,850086.090000026,852171.9350000203,855752.015000005,2085.8449999941513,1,Zap,1,0,278,19600,140,wide,blue1,353,450,97,855751.71500002,3579.78000000003,97,1,0,77,20,NA,NA,NA,1,3579.78000000003,4,547,447,3,8,547,1,0
jspsych-experimentscreen,135,859326,0.0-135.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,855762.450000009,858316.8750000186,861422.67,2554.42500000936,0,Retrieve,1,0,578,6400,80,narrow,orange1,479,450,29,861422.115000023,3105.24000000441,63,1,3,5,58,NA,NA,NA,1,3105.24000000441,2,421,321,2,5,421,0,1
jspsych-experimentscreen,136,865050,0.0-136.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,861444.665000017,863563.5850000253,867146.565000003,2118.9200000080746,0,Retrieve,1,0,578,6400,80,narrow,orange1,676,450,226,867146.255,3582.66999997431,96,1,3,15,81,NA,NA,NA,1,3582.66999997431,4,224,124,6,1,224,0,1
jspsych-experimentscreen,137,870667,0.0-137.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,867157.940000005,869353.8150000095,872763.525000017,2195.8750000048894,0,Retrieve,1,0,578,6400,80,narrow,orange1,565,450,115,872757.165000017,3403.35000000778,75,1,3,49,26,NA,NA,NA,1,3403.35000000778,3,335,235,4,3,335,0,1
jspsych-experimentscreen,138,878581,0.0-138.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,872782.295000012,874780.1450000261,880677.290000021,1997.8500000142958,1,Zap,1,0,278,19600,140,wide,blue1,395,450,55,880676.980000018,5896.83499999228,98,1,0,27,71,NA,NA,NA,1,5896.83499999228,5,505,405,2,7,505,1,0
jspsych-experimentscreen,139,884707,0.0-139.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,880687.160000001,882956.2300000107,886803.730000014,2269.0700000093784,1,Zap,1,0,278,19600,140,wide,blue1,396,450,54,886803.080000012,3846.85000000172,99,1,0,75,24,NA,NA,NA,1,3846.85000000172,5,504,404,2,7,504,1,0
jspsych-experimentscreen,140,890562,0.0-140.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,886830.615000013,889147.6700000057,892658.940000023,2317.0549999922514,0,Retrieve,1,0,578,6400,80,narrow,orange1,594,450,144,892658.560000011,3510.89000000502,82,1,3,54,28,NA,NA,NA,1,3510.89000000502,4,306,206,5,2,306,0,1
jspsych-experimentscreen,141,896518,0.0-141.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,892677.060000016,895014.3250000256,898614.805000019,2337.265000009211,0,Retrieve,1,0,578,6400,80,narrow,orange1,507,450,57,898614.419999998,3600.0949999725,72,1,3,16,56,NA,NA,NA,1,3600.0949999725,3,393,293,2,5,393,0,1
jspsych-experimentscreen,142,901839,0.0-142.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,898643.195000011,900762.7550000034,903935.610000015,2119.559999991907,0,Retrieve,1,0,578,6400,80,narrow,orange1,479,450,29,903935.220000014,3172.46500001056,75,1,3,12,87,NA,NA,NA,1,3172.46500001056,3,421,321,2,5,421,0,1
jspsych-experimentscreen,143,907379,0.0-143.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,903953.045000002,906003.4350000205,909475.254999998,2050.390000018524,0,Retrieve,1,0,578,6400,80,narrow,orange1,630,450,180,909474.865000026,3471.43000000506,90,1,3,26,64,NA,NA,NA,1,3471.43000000506,4,270,170,6,1,270,0,1
jspsych-experimentscreen,144,913182,0.0-144.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,909488.895000017,911562.89500001,915278.760000016,2073.999999993248,0,Retrieve,1,0,578,6400,80,narrow,orange1,577,450,127,915278.375000024,3715.48000001349,73,1,3,71,2,NA,NA,NA,1,3715.48000001349,3,323,223,4,3,323,0,1
jspsych-experimentscreen,145,918635,0.0-145.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,915294.315000006,917365.1000000245,920731.820000015,2070.785000018077,1,Zap,1,0,278,19600,140,wide,blue1,429,450,21,920731.550000026,3366.45000000135,90,1,0,80,10,NA,NA,NA,1,3366.45000000135,4,471,371,2,7,471,1,0
jspsych-experimentscreen,146,923784,0.0-146.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,920742.050000001,922884.8900000157,925880.774999998,2142.840000014985,1,Zap,1,0,278,19600,140,wide,blue1,388,450,62,925880.465000024,2995.5750000081,100,1,0,-43,57,NA,NA,NA,1,2995.5750000081,5,512,412,3,8,512,1,0
jspsych-experimentscreen,147,929710,0.0-147.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,925896.520000009,927719.5700000157,931805.970000016,1823.050000006333,1,Zap,1,0,278,19600,140,wide,blue1,365,450,85,931805.424999999,4085.85499998298,100,1,0,-33,67,NA,NA,NA,1,4085.85499998298,5,535,435,3,8,535,1,0
jspsych-experimentscreen,148,935566,0.0-148.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,931849.765000021,934026.68000001,937662.665000011,2176.914999989094,1,Zap,1,0,278,19600,140,wide,blue1,273,450,177,937662.315000023,3635.63500001328,97,1,0,51,46,NA,NA,NA,1,3635.63500001328,4,627,527,5,10,627,1,0
jspsych-experimentscreen,149,942428,0.0-149.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,937677.519999997,941317.6250000251,944524.635000009,3640.105000027688,0,Retrieve,1,0,578,6400,80,narrow,orange1,490,450,40,944524.239999999,3206.61499997368,66,1,3,22,88,NA,NA,NA,1,3206.61499997368,3,410,310,2,5,410,0,1
jspsych-experimentscreen,150,947638,0.0-150.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,944537.01,946221.9250000198,949734.135000006,1684.9150000198279,1,Zap,1,0,278,19600,140,wide,blue1,312,450,138,949733.715000009,3511.78999998956,96,1,0,82,14,NA,NA,NA,1,3511.78999998956,4,588,488,4,9,588,1,0
jspsych-experimentscreen,151,953427,0.0-151.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,949744.185000018,952426.4300000214,955523.810000013,2682.245000003604,0,Retrieve,1,0,578,6400,80,narrow,orange1,587,450,137,955523.520000017,3097.08999999566,72,1,3,21,93,NA,NA,NA,1,3097.08999999566,3,313,213,4,3,313,0,1
jspsych-experimentscreen,152,959033,0.0-152.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,955533.040000009,957500.2350000141,961129.160000011,1967.1950000047218,1,Zap,1,0,278,19600,140,wide,blue1,342,450,108,961128.64000001,3628.40499999584,100,1,0,-20,80,NA,NA,NA,1,3628.40499999584,5,558,458,4,9,558,1,0
jspsych-experimentscreen,153,966382,0.0-153.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,961151.920000004,962975.9199999971,968478.385000024,1823.999999993248,1,Zap,1,0,278,19600,140,wide,blue1,391,450,59,968477.830000018,5501.91000002087,95,1,0,9,86,NA,NA,NA,1,5501.91000002087,4,509,409,2,7,509,1,0
jspsych-experimentscreen,154,971886,0.0-154.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,968504.680000013,970333.1900000048,973982.795000018,1828.509999992093,1,Zap,1,0,278,19600,140,wide,blue1,313,450,137,973982.455000019,3649.26500001457,97,1,0,5,92,NA,NA,NA,1,3649.26500001457,4,587,487,4,9,587,1,0
jspsych-experimentscreen,221,1160131,0.0-221.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1153864.16500001,1157538.8900000253,1162228.17000002,3674.7250000189524,0,Retrieve,1,0,522,19600,140,wide,orange1,415,350,65,1162227.76500002,4688.87499999255,81,2,3,16,97,NA,NA,NA,1,4688.87499999255,4,415,415,3,8,415,0,0
jspsych-experimentscreen,222,1166605,0.0-222.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1162250.63000002,1164990.300000005,1168702.55500003,2739.6699999808334,1,Zap,1,0,222,6400,80,narrow,blue1,324,350,26,1168701.99500001,3711.69500000542,71,2,0,8,63,NA,NA,NA,1,3711.69500000542,3,324,324,2,5,324,1,1
jspsych-experimentscreen,223,1173125,0.0-223.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1168731.99,1171413.3450000081,1175221.45500002,2681.3550000078976,1,Zap,1,0,222,6400,80,narrow,blue1,219,350,131,1175221.08000002,3807.73500000942,84,2,0,48,36,NA,NA,NA,1,3807.73500000942,4,219,219,4,3,219,1,1
jspsych-experimentscreen,224,1178587,0.0-224.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1175234.57,1177280.3550000244,1180684.61000003,2045.7850000238977,0,Retrieve,1,0,522,19600,140,wide,orange1,513,350,163,1180684.10500002,3403.74999999767,97,2,3,14,83,NA,NA,NA,1,3403.74999999767,4,513,513,5,10,513,0,0
jspsych-experimentscreen,225,1184551,0.0-225.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1180701.925,1182578.9750000113,1186648.04500001,1877.0500000100583,0,Retrieve,1,0,522,19600,140,wide,orange1,462,350,112,1186647.585,4068.60999998753,88,2,3,87,1,NA,NA,NA,1,4068.60999998753,4,462,462,4,9,462,0,0
jspsych-experimentscreen,226,1190534,0.0-226.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1186663.39,1188713.2649999985,1192631.02,2049.874999996973,0,Retrieve,1,0,522,19600,140,wide,orange1,388,350,38,1192630.665,3917.40000000573,91,2,3,89,2,NA,NA,NA,1,3917.40000000573,4,388,388,2,7,388,0,0
jspsych-experimentscreen,227,1197056,0.0-227.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1192647.93000001,1195068.2450000022,1199153.47000002,2420.314999995753,0,Retrieve,0,1,222,6400,80,narrow,blue1,336,350,14,1199153.09000001,4084.84500000486,67,2,-3,20,47,NA,NA,NA,1,4084.84500000486,3,336,336,1,6,336,1,1
jspsych-experimentscreen,228,1202675,0.0-228.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1199172.27500002,1201592.3850000254,1204772.01500002,2420.110000006389,0,Retrieve,1,0,522,19600,140,wide,orange1,482,350,132,1204771.70000001,3179.31499998667,98,2,3,74,24,NA,NA,NA,1,3179.31499998667,5,482,482,4,9,482,0,0
jspsych-experimentscreen,229,1209430,0.0-229.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1204789.88000003,1208091.0300000105,1211526.9750000199,3301.149999984773,1,Zap,1,0,222,6400,80,narrow,blue1,283,350,67,1211526.08500002,3435.05500000902,68,2,0,7,61,NA,NA,NA,1,3435.05500000902,3,283,283,3,4,283,1,1
jspsych-experimentscreen,230,1214893,0.0-230.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1211583.03000001,1214067.79500001,1216989.94,2484.7650000010617,1,Zap,1,0,222,6400,80,narrow,blue1,229,350,121,1216989.60500001,2921.80999999982,86,2,0,5,81,NA,NA,NA,1,2921.80999999982,4,229,229,4,3,229,1,1
jspsych-experimentscreen,231,1220004,0.0-231.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1217006.44500001,1218899.0300000005,1222101.13000002,1892.584999994142,1,Zap,1,0,222,6400,80,narrow,blue1,180,350,170,1222100.85500003,3201.82500002556,99,2,0,36,63,NA,NA,NA,1,3201.82500002556,5,180,180,5,2,180,1,1
jspsych-experimentscreen,232,1227119,0.0-232.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1222116.17000002,1224704.2500000098,1229216.38,2588.079999986803,0,Retrieve,1,0,522,19600,140,wide,orange1,590,350,240,1229216.02000002,4511.77000001189,99,2,3,23,76,NA,NA,NA,1,4511.77000001189,5,590,590,6,11,590,0,0
jspsych-experimentscreen,233,1233193,0.0-233.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1229233.49500002,1231150.2900000196,1235289.40000001,1916.7949999973644,0,Retrieve,1,0,522,19600,140,wide,orange1,679,350,329,1235288.89500001,4138.60499998555,98,2,3,65,33,NA,NA,NA,1,4138.60499998555,5,679,679,6,11,679,0,0
