trial_type,trial_index,time_elapsed,internal_node_id,PIS,consent,participantAge,participantGender,participantHandedness,startTime,ageRT,genderRT,handednessRT,totalRT,stimulus,feedback,number,start_time,response_time,end_time,delta_response_time,button,button_label,correct,incorrect,distribution_mean,distribution_variance,distribution_std,distribution_name,spaceship_class,drop_location,boundary,distance_to_bound,confidence_response_time,delta_confidence_response_time,confidence,block,coins,sliderMove,sliderStartValue,feedback_strategy,feedback_technical,feedback_comments,PID,confidenceRT,binnedConfidence,flippedLocation,recentredFlipLocation,distanceBin,binnedLocation,rawLocation,stimulustype,distributiontype
jspsych-experimentscreen,263,936886,0.0-263.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,935075.515000033,936629.9100000178,937997.180000064,1554.3949999846518,0,Retrieve,1,0,278,19600,140,wide,orange1,285,450,165,937997.045000084,1367.1350000659,84,2,3,36,48,NA,NA,NA,12,1367.1350000659,4,615,515,5,10,615,0,0
jspsych-experimentscreen,264,939627,0.0-264.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,938006.605000002,939552.4699999951,940737.750000088,1545.864999992773,0,Retrieve,1,0,278,19600,140,wide,orange1,312,450,138,940737.629999989,1185.15999999363,79,2,3,73,6,NA,NA,NA,12,1185.15999999363,3,588,488,4,9,588,0,0
jspsych-experimentscreen,265,942385,0.0-265.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,940744.990000036,942112.8299999982,943496.175000095,1367.839999962598,0,Retrieve,1,0,278,19600,140,wide,orange1,358,450,92,943495.590000064,1382.7600000659,69,2,3,5,74,NA,NA,NA,12,1382.7600000659,3,542,442,3,8,542,0,0
jspsych-experimentscreen,266,944854,0.0-266.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,943513.995000045,944846.6900000349,945964.935000055,1332.6949999900535,0,Retrieve,1,0,278,19600,140,wide,orange1,332,450,118,945964.819999994,1118.12999995891,72,2,3,10,82,NA,NA,NA,12,1118.12999995891,3,568,468,4,9,568,0,0
jspsych-experimentscreen,267,948626,0.0-267.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,945971.714999992,947144.169999985,949736.595000024,1172.454999992624,0,Retrieve,1,0,278,19600,140,wide,orange1,285,450,165,949736.120000016,2591.95000003092,78,2,3,5,73,NA,NA,NA,12,2591.95000003092,3,615,515,5,10,615,0,0
jspsych-experimentscreen,268,951027,0.0-268.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,949754.275000072,951116.8349999934,952138.075000024,1362.5599999213591,0,Retrieve,1,0,278,19600,140,wide,orange1,387,450,63,952137.97000004,1021.13500004634,60,2,3,-52,8,NA,NA,NA,12,1021.13500004634,2,513,413,3,8,513,0,0
jspsych-experimentscreen,269,953364,0.0-269.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,952144.220000017,953505.1600000588,954474.649999989,1360.9400000423193,1,Zap,1,0,578,6400,80,narrow,blue1,550,450,100,954474.329999997,969.169999938458,76,2,0,64,12,NA,NA,NA,12,969.169999938458,3,350,250,4,3,350,1,1
jspsych-experimentscreen,270,956208,0.0-270.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,954489.540000097,955433.7400000077,957318.934999988,944.1999999107793,1,Zap,1,0,578,6400,80,narrow,blue1,577,450,127,957318.750000093,1885.01000008546,76,2,0,3,79,NA,NA,NA,12,1885.01000008546,3,323,223,4,3,323,1,1
jspsych-experimentscreen,271,958372,0.0-271.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,957325.695000007,958228.3349999925,959483.44500002,902.6399999856949,1,Zap,1,0,578,6400,80,narrow,blue1,482,450,32,959483.080000035,1254.74500004202,74,2,0,55,19,NA,NA,NA,12,1254.74500004202,3,418,318,2,5,418,1,1
jspsych-experimentscreen,272,961541,0.0-272.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,959498.280000058,961150.6650000811,962651.799999992,1652.3850000230595,1,Zap,0,1,278,19600,140,wide,orange1,451,450,1,962651.539999992,1500.87499991059,55,2,0,37,92,NA,NA,NA,12,1500.87499991059,2,449,349,1,6,449,0,0
jspsych-experimentscreen,273,963862,0.0-273.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,962667.209999985,963846.2200000649,964972.960000043,1179.0100000798702,1,Zap,1,0,578,6400,80,narrow,blue1,513,450,63,964972.660000087,1126.44000002183,68,2,0,32,36,NA,NA,NA,12,1126.44000002183,3,387,287,3,4,387,1,1
jspsych-experimentscreen,274,966176,0.0-274.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,964987.930000061,966166.3800000679,967287.4550001,1178.4500000067055,1,Zap,1,0,578,6400,80,narrow,blue1,611,450,161,967287.070000079,1120.69000001065,68,2,0,8,76,NA,NA,NA,12,1120.69000001065,3,289,189,5,2,289,1,1
jspsych-experimentscreen,275,968442,0.0-275.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,967303.385000094,968344.405000098,969553.710000007,1041.0200000042096,1,Zap,1,0,578,6400,80,narrow,blue1,759,450,309,969553.509999998,1209.10499989986,80,2,0,53,27,NA,NA,NA,12,1209.10499989986,3,141,41,6,1,141,1,1
jspsych-experimentscreen,276,970538,0.0-276.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,969565.925000003,970574.2700000992,971648.89000007,1008.3450000965968,1,Zap,1,0,578,6400,80,narrow,blue1,693,450,243,971648.70000002,1074.42999992054,80,2,0,61,19,NA,NA,NA,12,1074.42999992054,3,207,107,6,1,207,1,1
jspsych-experimentscreen,277,972760,0.0-277.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,971657.955000061,972708.2250000676,973871.185000055,1050.2700000070035,0,Retrieve,1,0,278,19600,140,wide,orange1,372,450,78,973870.970000047,1162.74499997962,73,2,3,22,51,NA,NA,NA,12,1162.74499997962,3,528,428,3,8,528,0,0
jspsych-experimentscreen,278,975223,0.0-278.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,973882.719999994,975388.3800000185,976334.224999999,1505.6600000243634,0,Retrieve,1,0,278,19600,140,wide,orange1,388,450,62,976334.115000092,945.73500007391,62,2,3,21,83,NA,NA,NA,12,945.73500007391,2,512,412,3,8,512,0,0
jspsych-experimentscreen,279,978287,0.0-279.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,976341.345000081,977340.5650000786,979398.675000062,999.2199999978766,1,Zap,1,0,578,6400,80,narrow,blue1,511,450,61,979398.50000001,2057.9349999316,63,2,0,7,70,NA,NA,NA,12,2057.9349999316,2,389,289,3,4,389,1,1
jspsych-experimentscreen,280,980570,0.0-280.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,979411.530000041,980539.5300000673,981680.909999995,1128.000000026077,0,Retrieve,1,0,278,19600,140,wide,orange1,161,450,289,981680.730000022,1141.19999995455,81,2,3,57,24,NA,NA,NA,12,1141.19999995455,4,739,639,6,11,739,0,0
jspsych-experimentscreen,347,1130585,0.0-347.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1127180.92499999,1130530.7400000747,1131696.54999999,3349.815000081435,0,Retrieve,1,0,578,6400,80,narrow,orange1,514,450,64,1131696.40500005,1165.66499997862,53,3,3,41,12,NA,NA,NA,12,1165.66499997862,2,386,286,3,4,386,0,1
jspsych-experimentscreen,348,1132983,0.0-348.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1131703.71500007,1132943.665000028,1134094.255,1239.949999959208,0,Retrieve,1,0,578,6400,80,narrow,orange1,586,450,136,1134094.14000006,1150.47500003129,62,3,3,20,82,NA,NA,NA,12,1150.47500003129,2,314,214,4,3,314,0,1
jspsych-experimentscreen,349,1135696,0.0-349.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1134101.46500007,1135447.9249999858,1136807.49000004,1346.4599999133497,1,Zap,1,0,278,19600,140,wide,blue1,337,450,113,1136807.34000006,1359.41500007175,48,3,0,11,37,NA,NA,NA,12,1359.41500007175,2,563,463,4,9,563,1,0
jspsych-experimentscreen,350,1138162,0.0-350.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1136817.77000008,1137972.8250000626,1139272.61500002,1155.0549999810755,1,Zap,1,0,278,19600,140,wide,blue1,352,450,98,1139272.39000006,1299.56499999389,48,3,0,20,28,NA,NA,NA,12,1299.56499999389,2,548,448,3,8,548,1,0
jspsych-experimentscreen,351,1140867,0.0-351.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1139289.30499998,1140640.2000000235,1141977.22,1350.8950000395998,0,Retrieve,1,0,578,6400,80,narrow,orange1,644,450,194,1141977.0950001,1336.89500007313,45,3,3,17,28,NA,NA,NA,12,1336.89500007313,1,256,156,6,1,256,0,1
jspsych-experimentscreen,352,1144112,0.0-352.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1141984.55000005,1143449.3200000143,1145222.37000009,1464.7699999623,0,Retrieve,1,0,578,6400,80,narrow,orange1,744,450,294,1145222.19500004,1772.87500002421,42,3,3,3,39,NA,NA,NA,12,1772.87500002421,1,156,56,6,1,156,0,1
jspsych-experimentscreen,353,1146906,0.0-353.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1145230.8100001,1146718.200000003,1148016.78000006,1487.3899999074638,1,Zap,1,0,278,19600,140,wide,blue1,322,450,128,1148016.60500001,1298.40500000864,59,3,0,7,66,NA,NA,NA,12,1298.40500000864,2,578,478,4,9,578,1,0
jspsych-experimentscreen,354,1149552,0.0-354.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1148028.90500007,1149572.6550000254,1150662.24500001,1543.7499999534339,1,Zap,0,1,578,6400,80,narrow,orange1,524,450,74,1150662.045,1089.38999997918,61,3,0,32,29,NA,NA,NA,12,1089.38999997918,2,376,276,3,4,376,0,1
jspsych-experimentscreen,355,1153239,0.0-355.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1150672.17000003,1151887.6600000076,1154349.81000004,1215.4899999732152,0,Retrieve,0,1,278,19600,140,wide,blue1,274,450,176,1154349.66499999,2462.0049999794,13,3,-3,27,40,NA,NA,NA,12,2462.0049999794,1,626,526,5,10,626,1,0
jspsych-experimentscreen,356,1156560,0.0-356.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1154362.75000009,1156002.9400000349,1157670.42500002,1640.1899999473244,1,Zap,1,0,278,19600,140,wide,blue1,348,450,102,1157670.10500003,1667.16499999166,56,3,0,10,46,NA,NA,NA,12,1667.16499999166,2,552,452,4,9,552,1,0
jspsych-experimentscreen,357,1159610,0.0-357.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1157693.79000005,1159712.6600000774,1160720.29500001,2018.8700000289828,1,Zap,0,1,578,6400,80,narrow,orange1,470,450,20,1160720.01000005,1007.34999997076,57,3,0,20,37,NA,NA,NA,12,1007.34999997076,2,430,330,2,5,430,0,1
jspsych-experimentscreen,358,1162937,0.0-358.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1160740.14000001,1162643.00000004,1164046.98500002,1902.860000031069,0,Retrieve,1,0,578,6400,80,narrow,orange1,581,450,131,1164046.74000002,1403.73999997973,67,3,3,5,72,NA,NA,NA,12,1403.73999997973,3,319,219,4,3,319,0,1
jspsych-experimentscreen,359,1165866,0.0-359.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1164066.34000002,1165459.1650000075,1166976.44500004,1392.824999988079,0,Retrieve,1,0,578,6400,80,narrow,orange1,627,450,177,1166976.31500009,1517.15000008699,57,3,3,6,51,NA,NA,NA,12,1517.15000008699,2,273,173,5,2,273,0,1
jspsych-experimentscreen,360,1168427,0.0-360.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1166987.9500001,1168471.850000089,1169537.69999999,1483.8999999919906,0,Retrieve,1,0,578,6400,80,narrow,orange1,531,450,81,1169537.50500001,1065.65499992575,49,3,3,26,23,NA,NA,NA,12,1065.65499992575,2,369,269,3,4,369,0,1
jspsych-experimentscreen,361,1170951,0.0-361.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1169548.67000005,1170837.6949999947,1172061.88500009,1289.0249999472871,1,Zap,1,0,278,19600,140,wide,blue1,271,450,179,1172061.66000001,1223.96500001196,62,3,0,45,17,NA,NA,NA,12,1223.96500001196,2,629,529,5,10,629,1,0
jspsych-experimentscreen,362,1174054,0.0-362.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1172070.75000007,1173450.5950000603,1175164.07000006,1379.8449999885634,0,Retrieve,1,0,578,6400,80,narrow,orange1,501,450,51,1175163.83000009,1713.235000032,58,3,3,19,39,NA,NA,NA,12,1713.235000032,2,399,299,2,5,399,0,1
jspsych-experimentscreen,363,1176826,0.0-363.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1175182.64000001,1176734.8150000907,1177936.09500001,1552.1750000771135,0,Retrieve,1,0,578,6400,80,narrow,orange1,466,450,16,1177935.85000001,1201.03499991819,62,3,3,29,91,NA,NA,NA,12,1201.03499991819,2,434,334,1,6,434,0,1
jspsych-experimentscreen,364,1179934,0.0-364.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1177953.66,1179400.9150000056,1181044.93000009,1447.2550000064075,0,Retrieve,1,0,578,6400,80,narrow,orange1,610,450,160,1181044.65000005,1643.73500004876,54,3,3,16,38,NA,NA,NA,12,1643.73500004876,2,290,190,5,2,290,0,1
jspsych-experimentscreen,365,1182496,0.0-365.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1181065.40000008,1182508.9650000446,1183606.50500003,1443.5649999650195,0,Retrieve,1,0,578,6400,80,narrow,orange1,493,450,43,1183606.18500004,1097.21999999601,53,3,3,14,67,NA,NA,NA,12,1097.21999999601,2,407,307,2,5,407,0,1
jspsych-experimentscreen,366,1185138,0.0-366.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1183624.21500008,1185061.255000066,1186248.7,1437.0399999897927,1,Zap,1,0,278,19600,140,wide,blue1,396,450,54,1186248.59500001,1187.33999994583,50,3,0,12,62,NA,NA,NA,12,1187.33999994583,2,504,404,2,7,504,1,0
jspsych-experimentscreen,367,1189223,0.0-367.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1186257.24499999,1188847.225000034,1190333.965,2589.9800000479445,1,Zap,1,0,278,19600,140,wide,blue1,441,450,9,1190333.69500004,1486.47000000346,51,3,0,39,12,NA,NA,NA,12,1486.47000000346,2,459,359,1,6,459,1,0
jspsych-experimentscreen,368,1191906,0.0-368.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1190352.10000002,1191821.8950000592,1193016.28500002,1469.7950000409037,1,Zap,1,0,278,19600,140,wide,blue1,192,450,258,1193015.94499999,1194.04999993276,69,3,0,28,41,NA,NA,NA,12,1194.04999993276,3,708,608,6,11,708,1,0
jspsych-experimentscreen,369,1194647,0.0-369.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1193036.00000008,1194668.8200000208,1195757.66,1632.8199999406934,1,Zap,1,0,278,19600,140,wide,blue1,414,450,36,1195757.37500004,1088.55500002392,49,3,0,26,75,NA,NA,NA,12,1088.55500002392,2,486,386,2,7,486,1,0
jspsych-experimentscreen,370,1198085,0.0-370.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1195775.55000002,1197626.600000076,1199195.99500007,1851.050000055693,0,Retrieve,1,0,578,6400,80,narrow,orange1,557,450,107,1199195.86000009,1569.2600000184,52,3,3,21,73,NA,NA,NA,12,1569.2600000184,2,343,243,4,3,343,0,1
jspsych-experimentscreen,371,1203042,0.0-371.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1199204.89000005,1203078.9700000314,1204152.69500006,3874.0799999795854,1,Zap,1,0,278,19600,140,wide,blue1,310,450,140,1204152.58500003,1073.61500000115,49,3,0,18,31,NA,NA,NA,12,1073.61500000115,2,590,490,4,9,590,1,0
jspsych-experimentscreen,372,1205655,0.0-372.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1204161.78000008,1205587.0100000175,1206765.69500007,1425.2299999352545,0,Retrieve,1,0,578,6400,80,narrow,orange1,518,450,68,1206765.58500004,1178.57500002719,69,3,3,50,19,NA,NA,NA,12,1178.57500002719,3,382,282,3,4,382,0,1
jspsych-experimentscreen,374,1219588,0.0-374.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1216798.61500009,1219233.7850000476,1220698.095,2435.1699999533594,0,Retrieve,1,0,578,6400,80,narrow,orange1,460,450,10,1220697.90000003,1464.11499998067,42,3,3,39,3,NA,NA,NA,12,1464.11499998067,1,440,340,1,6,440,0,1
jspsych-experimentscreen,375,1223101,0.0-375.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1220713.02999998,1222027.1250000224,1224211.19000006,1314.0950000379235,0,Retrieve,1,0,578,6400,80,narrow,orange1,495,450,45,1224211.04000008,2183.91500005964,44,3,3,3,41,NA,NA,NA,12,2183.91500005964,1,405,305,2,5,405,0,1
jspsych-experimentscreen,376,1226644,0.0-376.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1224218.78500003,1226298.5150000313,1227754.99000004,2079.729999997653,1,Zap,1,0,278,19600,140,wide,blue1,381,450,69,1227754.8,1456.28499996383,54,3,0,31,85,NA,NA,NA,12,1456.28499996383,2,519,419,3,8,519,1,0
jspsych-experimentscreen,377,1229334,0.0-377.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1227763.01500003,1229145.2800000552,1230444.64500004,1382.2650000220165,1,Zap,1,0,278,19600,140,wide,blue1,416,450,34,1230444.5000001,1299.22000004444,41,3,0,6,47,NA,NA,NA,12,1299.22000004444,1,484,384,2,7,484,1,0
jspsych-experimentscreen,378,1232307,0.0-378.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1230456.93500002,1232126.4950000914,1233417.14999999,1669.5600000675768,1,Zap,1,0,278,19600,140,wide,blue1,276,450,174,1233417.03500005,1290.53999995813,45,3,0,7,52,NA,NA,NA,12,1290.53999995813,1,624,524,5,10,624,1,0
jspsych-experimentscreen,379,1235889,0.0-379.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1233425.21500005,1234559.5500000054,1236999.50000003,1134.334999951534,0,Retrieve,1,0,578,6400,80,narrow,orange1,576,450,126,1236999.23000007,2439.68000006862,47,3,3,35,82,NA,NA,NA,12,2439.68000006862,2,324,224,4,3,324,0,1
jspsych-experimentscreen,380,1238706,0.0-380.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1237018.35500007,1238786.2600000808,1239816.32500002,1767.905000015162,0,Retrieve,1,0,578,6400,80,narrow,orange1,584,450,134,1239815.93500008,1029.67499999795,50,3,3,45,5,NA,NA,NA,12,1029.67499999795,2,316,216,4,3,316,0,1
jspsych-experimentscreen,381,1241303,0.0-381.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1239836.27500001,1241187.7650000388,1242413.80500002,1351.4900000300258,0,Retrieve,1,0,578,6400,80,narrow,orange1,704,450,254,1242413.35500008,1225.59000004549,51,3,3,20,71,NA,NA,NA,12,1225.59000004549,2,196,96,6,1,196,0,1
jspsych-experimentscreen,382,1243937,0.0-382.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1242424.52,1243876.5550000826,1245047.84000001,1452.0350000821054,1,Zap,1,0,278,19600,140,wide,blue1,344,450,106,1245047.67500004,1171.11999995541,49,3,0,48,1,NA,NA,NA,12,1171.11999995541,2,556,456,4,9,556,1,0
jspsych-experimentscreen,383,1246342,0.0-383.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1245057.79500003,1246310.679999995,1247452.575,1252.8849999653175,1,Zap,1,0,278,19600,140,wide,blue1,446,450,4,1247452.21500006,1141.53500006068,48,3,0,11,37,NA,NA,NA,12,1141.53500006068,2,454,354,1,6,454,1,0
jspsych-experimentscreen,384,1249014,0.0-384.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1247477.51500004,1248931.355000008,1250124.27500007,1453.8399999728426,0,Retrieve,0,1,278,19600,140,wide,blue1,465,450,15,1250124.10500005,1192.75000004563,53,3,-3,8,61,NA,NA,NA,12,1192.75000004563,2,435,335,1,6,435,1,0
jspsych-experimentscreen,385,1251839,0.0-385.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1250134.21500009,1251432.630000054,1252949.48499999,1298.4149999683723,1,Zap,1,0,278,19600,140,wide,blue1,300,450,150,1252949.09000001,1516.45999995526,61,3,0,8,69,NA,NA,NA,12,1516.45999995526,2,600,500,5,10,600,1,0
jspsych-experimentscreen,386,1254735,0.0-386.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1252973.89000002,1254306.585000013,1255845.50000005,1332.6949999900535,1,Zap,1,0,278,19600,140,wide,blue1,426,450,24,1255845.26500001,1538.67999999784,50,3,0,45,95,NA,NA,NA,12,1538.67999999784,2,474,374,2,7,474,1,0
jspsych-experimentscreen,387,1257626,0.0-387.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1255863.43500006,1257534.645000007,1258736.24,1671.2099999422207,1,Zap,1,0,278,19600,140,wide,blue1,340,450,110,1258736.03000003,1201.38500002213,50,3,0,12,62,NA,NA,NA,12,1201.38500002213,2,560,460,4,9,560,1,0
jspsych-experimentscreen,388,1260374,0.0-388.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1258745.52,1260614.9050000822,1261484.665,1869.3850000854582,1,Zap,1,0,278,19600,140,wide,blue1,145,450,305,1261484.47000002,869.564999942668,49,3,0,22,71,NA,NA,NA,12,869.564999942668,2,755,655,6,11,755,1,0
jspsych-experimentscreen,389,1262635,0.0-389.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1261492.43500002,1262656.9850000087,1263745.86500006,1164.5499999867752,0,Retrieve,1,0,578,6400,80,narrow,orange1,521,450,71,1263745.6250001,1088.64000008907,53,3,3,18,71,NA,NA,NA,12,1088.64000008907,2,379,279,3,4,379,0,1
jspsych-experimentscreen,390,1265323,0.0-390.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1263765.35500004,1265187.5899999868,1266433.69000009,1422.23499994725,0,Retrieve,1,0,578,6400,80,narrow,orange1,585,450,135,1266433.525,1245.93500001356,47,3,3,33,80,NA,NA,NA,12,1245.93500001356,2,315,215,4,3,315,0,1
jspsych-experimentscreen,391,1267892,0.0-391.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1266448.63500004,1268124.305000063,1269003.0249999801,1675.6700000260025,1,Zap,1,0,278,19600,140,wide,blue1,390,450,60,1269002.7800001,878.475000034086,54,3,0,22,76,NA,NA,NA,12,878.475000034086,2,510,410,2,7,510,1,0
jspsych-experimentscreen,392,1270346,0.0-392.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1269024.78000009,1269978.21500001,1271456.54000004,953.4349999157712,1,Zap,1,0,278,19600,140,wide,blue1,350,450,100,1271456.37000003,1478.15500001889,50,3,0,39,89,NA,NA,NA,12,1478.15500001889,2,550,450,3,8,550,1,0
jspsych-experimentscreen,393,1272629,0.0-393.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1271470.48000002,1272538.4600000689,1273740.08000002,1067.9800000507385,0,Retrieve,1,0,578,6400,80,narrow,orange1,591,450,141,1273739.8150001,1201.35500002652,47,3,3,16,31,NA,NA,NA,12,1201.35500002652,2,309,209,5,2,309,0,1
jspsych-experimentscreen,394,1274836,0.0-394.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1273759.20000009,1274851.2800000608,1275947.06000003,1092.0799999730662,1,Zap,1,0,278,19600,140,wide,blue1,292,450,158,1275946.86500006,1095.58500000276,47,3,0,12,59,NA,NA,NA,12,1095.58500000276,2,608,508,5,10,608,1,0
jspsych-experimentscreen,395,1277171,0.0-395.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1275958.2900001,1277126.1100000702,1278282.335,1167.8199999732897,0,Retrieve,1,0,578,6400,80,narrow,orange1,489,450,39,1278282.17000002,1156.05999995023,49,3,3,28,21,NA,NA,NA,12,1156.05999995023,2,411,311,2,5,411,0,1
jspsych-experimentscreen,396,1279693,0.0-396.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1278292.4750000199,1279686.330000055,1280803.80500003,1393.8550000311807,0,Retrieve,1,0,578,6400,80,narrow,orange1,487,450,37,1280803.68500005,1117.35499999486,45,3,3,42,3,NA,NA,NA,12,1117.35499999486,1,413,313,2,5,413,0,1
jspsych-experimentscreen,397,1281932,0.0-397.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1280811.53499999,1282074.260000023,1283043.05500002,1262.7250000368804,1,Zap,1,0,278,19600,140,wide,blue1,147,450,303,1283042.84000001,968.579999986105,44,3,0,29,15,NA,NA,NA,12,968.579999986105,1,753,653,6,11,753,1,0
jspsych-experimentscreen,398,1284575,0.0-398.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1283058.71500005,1284236.4000000525,1285685.94500003,1177.6850000023842,0,Retrieve,1,0,578,6400,80,narrow,orange1,591,450,141,1285685.69000007,1449.29000001866,42,3,3,52,94,NA,NA,NA,12,1449.29000001866,1,309,209,5,2,309,0,1
jspsych-experimentscreen,399,1286901,0.0-399.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1285706.63500007,1287105.0050000194,1288012.24000007,1398.369999951683,0,Retrieve,1,0,578,6400,80,narrow,orange1,431,450,19,1288012.11000001,907.104999991134,37,3,3,39,76,NA,NA,NA,12,907.104999991134,1,469,369,1,6,469,0,1
jspsych-experimentscreen,400,1290274,0.0-400.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1288020.08500008,1289769.3600000348,1291384.99500009,1749.2749999510124,1,Zap,1,0,278,19600,140,wide,blue1,416,450,34,1291384.67000006,1615.31000002287,43,3,0,42,1,NA,NA,NA,12,1615.31000002287,1,484,384,2,7,484,1,0
jspsych-experimentscreen,401,1292623,0.0-401.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1291396.10000001,1292675.8750000736,1293733.73000009,1279.7750000609085,1,Zap,1,0,278,19600,140,wide,blue1,385,450,65,1293733.54500008,1057.67000000924,42,3,0,51,93,NA,NA,NA,12,1057.67000000924,1,515,415,3,8,515,1,0
